Chromium project contributions from 01/July/2017 to 31/July/2017

Overall
Contributor,July 2017
chromium.org,6469
google.com,1160
opera.com,116
intel.com,64
gmail.com,55
samsung.com,52
yandex-team.ru,18
arm.com,18
imgtec.com,15
igalia.com,14

Chromium
Contributor,July 2017
chromium.org,5811
google.com,689
opera.com,116
intel.com,59
samsung.com,52
gmail.com,26
yandex-team.ru,17
igalia.com,5
cisco.com,5
huawei.com,4
soundtrap.com,2
loongson.cn,2
arm.com,2
yoav.ws,1
tencent.com,1
nike.com,1
navercorp.com,1
martijnc.be,1
akamai.com,1

Skia
Contributor,July 2017
google.com,388
chromium.org,66
skia.org,11

V8
Contributor,July 2017
chromium.org,532
google.com,37
arm.com,16
imgtec.com,15
ca.ibm.com,12
igalia.com,9
intel.com,4
rt-rk.com,3
bnoordhuis.nl,3
gmail.com,2
fb.com,2
yandex-team.ru,1

WebGL
Contributor,July 2017
gmail.com,13
alum.mit.edu,5
nvidia.com,2
khronos.org,2
mozilla.com,1
intel.com,1
chromium.org,1

WebGPU
Contributor,July 2017
chromium.org,59
google.com,46
gmail.com,14
