Chromium project contributions from 01/November/2015 to 30/November/2015

Overall
Contributor,November 2015
chromium.org,4888
google.com,436
opera.com,185
intel.com,120
gmail.com,81
samsung.com,48
us.ibm.com,42
nvidia.com,40
alum.mit.edu,25
imgtec.com,24

Chromium
Contributor,November 2015
chromium.org,4220
google.com,210
opera.com,184
intel.com,63
gmail.com,54
samsung.com,48
yandex-team.ru,16
igalia.com,8
yoav.ws,5
nvidia.com,5
amazon.com,3
robwu.nl,2
imgtec.com,2
webrtc.org,1
skip.org,1
mithis.com,1
linaro.org,1
hp.com,1
gurulabs.com,1
cisco.com,1
adobe.com,1

Skia
Contributor,November 2015
google.com,211
chromium.org,91
nvidia.com,26
skia.org,4
intel.com,3
t.undra.org,1
mozilla.com,1

V8
Contributor,November 2015
chromium.org,561
intel.com,43
us.ibm.com,42
imgtec.com,22
google.com,15
gmail.com,13
indutny.com,5
arm.com,4
opera.com,1
help.com,1

WebGL
Contributor,November 2015
alum.mit.edu,25
chromium.org,16
gmail.com,14
intel.com,11
nvidia.com,9
hotmail.ca,2
wallez.net,1

WebGPU
Contributor,November 2015
,1
