ChromeOS project contributions from 01/January/2018 to 31/December/2018

Overall
Contributor,December 2018
intel.com,64718
gmail.com,55977
redhat.com,34542
google.com,31787
chromium.org,30568
amd.com,29198
linaro.org,15973
kernel.org,15320
mellanox.com,14610
ibm.com,14115

Project: chromite
Contributor,December 2018
chromium.org,900
google.com,577
intel.com,1
gmail.com,1

Project: chromite/third_party/swarming.client
Contributor,December 2018
chromium.org,95
google.com,14

Project: docs
Contributor,December 2018
chromium.org,148
google.com,29
gmail.com,1

Project: infra/ci_results_archiver
Contributor,December 2018
chromium.org,18
google.com,1

Project: infra/dummies/general-sandbox
Contributor,December 2018
google.com,1
chromium.org,1

Project: infra/logstock
Contributor,December 2018
chromium.org,1

Project: infra/lucifer
Contributor,December 2018
google.com,347
chromium.org,39

Project: infra/recipes
Contributor,December 2018
google.com,39
chromium.org,1

Project: infra/skylab_inventory
Contributor,December 2018
chromium.org,42
google.com,39

Project: infra/suite_scheduler
Contributor,December 2018
chromium.org,68
google.com,41

Project: infra/test_analyzer
Contributor,December 2018
chromium.org,5

Project: infra_virtualenv
Contributor,December 2018
chromium.org,4
google.com,2

Project: manifest
Contributor,December 2018
chromium.org,60
google.com,17

Project: src/aosp/external/bsdiff
Contributor,December 2018
google.com,128
mediatek.com,4

Project: src/aosp/external/libchrome
Contributor,December 2018
chromium.org,8
google.com,2

Project: src/aosp/external/minijail
Contributor,December 2018
google.com,402
chromium.org,4

Project: src/aosp/external/puffin
Contributor,December 2018
google.com,230

Project: src/aosp/frameworks/ml
Contributor,December 2018
google.com,1679
gmail.com,4

Project: src/aosp/frameworks/native
Contributor,December 2018
google.com,4966
android.com,27
mediatek.com,10
nvidia.com,8
intel.com,6
sony.com,4
dolby.com,3
codeaurora.org,2
gmail.com,1

Project: src/aosp/system/core/base
Contributor,December 2018
google.com,64
gmail.com,1

Project: src/aosp/system/core/libbacktrace
Contributor,December 2018
google.com,38

Project: src/aosp/system/core/libcutils
Contributor,December 2018
google.com,46
qti.qualcomm.com,1
android.com,1

Project: src/aosp/system/core/liblog
Contributor,December 2018
google.com,32
volvocars.com,1

Project: src/aosp/system/core/libutils
Contributor,December 2018
google.com,26

Project: src/aosp/system/keymaster
Contributor,December 2018
google.com,68

Project: src/aosp/system/libfmq
Contributor,December 2018
google.com,56

Project: src/aosp/system/libhidl
Contributor,December 2018
google.com,558
codeaurora.org,7
sony.com,4
linaro.org,4
gmail.com,1

Project: src/aosp/system/libsync
Contributor,December 2018
google.com,10

Project: src/aosp/system/update_engine
Contributor,December 2018
google.com,429
chromium.org,88
sony.com,9

Project: src/aosp/toolchain/binutils
Contributor,December 2018
google.com,16
immunant.com,1
gmail.com,1

Project: src/aosp/toolchain/gcc
Contributor,December 2018
google.com,8
chromium.org,1

Project: src/chromium/depot_tools
Contributor,December 2018
chromium.org,662
google.com,80
opera.com,4
igalia.com,4
webrtc.org,2
vewd.com,2
nvidia.com,2
loongson.cn,2
ibm.com,2
yandex-team.ru,1
intel.com,1
amazon.com,1

Project: src/chromium/src/buildtools/clang_format/script
Contributor,December 2018
serge_sans_paille,2
alexfh,2
ruiu,1
krasimir,1
jdevlieghere,1
ioeric,1
hahnfeld,1
benhamilton,1
adrian,1

Project: src/overlays
Contributor,December 2018
chromium.org,566
google.com,430
intel.com,76
compal.corp-partner.google.com,36
quanta.corp-partner.google.com,28
rock-chips.com,17
samsung.com,16
quantatw.com,14
amd.com,14
asus.com,12
pegatron.corp-partner.google.com,9
inf.u-szeged.hu,7
intel.corp-partner.google.com,5
bitland.corp-partner.google.com,4
codeaurora.org,3
asus.corp-partner.google.com,2
arm.com,2
wistron.com,1
gmail.com,1
bitland.com.cn,1

Project: src/platform/assets
Contributor,December 2018
chromium.org,25
google.com,3

Project: src/platform/audiotest
Contributor,December 2018
chromium.org,14

Project: src/platform/bisect-kit
Contributor,December 2018
chromium.org,101

Project: src/platform/bmpblk
Contributor,December 2018
chromium.org,11
google.com,4
quanta.corp-partner.google.com,1
intel.com,1

Project: src/platform/cbor
Contributor,December 2018
chromium.org,26
vewd.com,1

Project: src/platform/cfm-device-monitor
Contributor,December 2018
chromium.org,14
google.com,5

Project: src/platform/chameleon
Contributor,December 2018
