Chromium project contributions from 01/June/2015 to 30/June/2015

Overall
Contributor,June 2015
chromium.org,6188
google.com,556
opera.com,203
samsung.com,131
intel.com,66
gmail.com,47
nvidia.com,44
us.ibm.com,33
imgtec.com,31
igalia.com,31

Chromium
Contributor,June 2015
chromium.org,5494
google.com,349
opera.com,203
samsung.com,131
intel.com,45
gmail.com,28
igalia.com,13
sonymobile.com,12
yoav.ws,10
yandex-team.ru,9
amazon.com,5
nvidia.com,4
cisco.com,3
navercorp.com,2
webrtc.org,1
robwu.nl,1
mithis.com,1
microsoft.com,1
jansauer.de,1
imgtec.com,1
googlemail.com,1
adobe.com,1

Skia
Contributor,June 2015
google.com,206
chromium.org,87
nvidia.com,25
gmail.com,4
sonymobile.com,1
intel.com,1
arm.com,1

V8
Contributor,June 2015
chromium.org,531
us.ibm.com,33
imgtec.com,30
igalia.com,18
intel.com,15
gmail.com,12
arm.com,9
strongloop.com,2
qiwi.be,1
google.com,1
ca.ibm.com,1

WebGL
Contributor,June 2015
chromium.org,76
alum.mit.edu,23
nvidia.com,15
mozilla.com,6
intel.com,5
mobica.com,3
gmail.com,3
microsoft.com,1

WebGPU
Contributor,June 2015
,1
