Chromium project contributions from 01/January/2018 to 31/December/2018

Overall
Contributor,January 2018
chromium.org,78721
google.com,13370
opera.com,780
igalia.com,695
intel.com,675
samsung.com,655
gmail.com,583
skia.org,312
yandex-team.ru,195
ca.ibm.com,193

Chromium
Contributor,January 2018
chromium.org,70709
google.com,8246
opera.com,776
samsung.com,651
igalia.com,640
intel.com,566
gmail.com,377
yandex-team.ru,191
lge.com,117
vewd.com,106
mwiacek.com,97
googlemail.com,32
microsoft.com,25
amazon.com,24
navercorp.com,21
loongson.cn,21
collabora.com,19
arm.com,19
tencent.com,18
mips.com,17
yoav.ws,15
vivaldi.com,15
sogou-inc.com,13
fb.com,12
nvidia.com,9
cloudflare.com,9
yannic-bonenberger.com,8
robwu.nl,8
huawei.com,8
eyeo.com,6
einfochips.com,6
duck.com,6
qt.io,5
ca.ibm.com,5
xiaomi.com,4
tambre.ee,4
akamai.com,4
opticaltone.com,3
mozilla.com,3
inf.u-szeged.hu,3
foutrelis.com,3

Skia
Contributor,January 2018
google.com,4592
chromium.org,917
skia.org,312
gmail.com,6
amazon.com,5
bitworking.org,4

V8
Contributor,January 2018
chromium.org,6710
google.com,528
ca.ibm.com,188
mips.com,158
arm.com,102
gmail.com,90
igalia.com,55
intel.com,53
ibm.com,33
addaleax.net,12
vewd.com,10
wavecomp.com,9
sthima.com.br,8
microsoft.com,5
b6n.ch,5
yandex-team.ru,3
opera.com,3
cloudflare.com,3
alibaba-inc.com,3

WebGL
Contributor,January 2018
gmail.com,92
alum.mit.edu,44
chromium.org,27
intel.com,9
nvidia.com,5
microsoft.com,4
users.noreply.github.com,3
scirra.com,3
mozilla.com,3

WebGPU
Contributor,January 2018
chromium.org,358
intel.com,46
gmail.com,18
