Chromium project contributions from 01/December/2015 to 31/December/2015

Overall
Contributor,December 2015
chromium.org,4858
google.com,446
intel.com,165
opera.com,136
gmail.com,65
us.ibm.com,42
samsung.com,40
nvidia.com,32
alum.mit.edu,28
imgtec.com,24

Chromium
Contributor,December 2015
chromium.org,4252
google.com,232
opera.com,135
intel.com,85
samsung.com,40
gmail.com,38
yoav.ws,10
yandex-team.ru,10
igalia.com,8
robwu.nl,7
nvidia.com,7
amazon.com,3
martijnc.be,2
imgtec.com,2
xiaomi.com,1
skip.org,1
mithis.com,1
googlemail.com,1
endlessm.com,1

Skia
Contributor,December 2015
google.com,200
chromium.org,94
nvidia.com,22
skia.org,4
opera.com,1
mozilla.com,1
arm.com,1

V8
Contributor,December 2015
chromium.org,468
intel.com,43
us.ibm.com,42
imgtec.com,22
gmail.com,20
google.com,13
arm.com,3
uk.ibm.com,1
rocketsoftware.com,1

WebGL
Contributor,December 2015
chromium.org,44
intel.com,37
alum.mit.edu,28
gmail.com,7
nvidia.com,3
mobica.com,2
mozilla.com,1
google.com,1

WebGPU
Contributor,December 2015
,1
