Chromium project contributions from 01/May/2018 to 31/May/2018

Overall
Contributor,May 2018
chromium.org,7121
google.com,1038
intel.com,54
igalia.com,43
gmail.com,39
opera.com,38
samsung.com,29
ca.ibm.com,22
yandex-team.ru,20
arm.com,18

Chromium
Contributor,May 2018
chromium.org,6523
google.com,648
intel.com,49
igalia.com,43
opera.com,37
samsung.com,29
gmail.com,22
yandex-team.ru,20
lge.com,15
collabora.com,8
mwiacek.com,6
googlemail.com,6
yoav.ws,4
tencent.com,3
loongson.cn,3
xiaomi.com,2
qt.io,2
amazon.com,2
vewd.com,1
uber.com,1
sogou-inc.com,1
nvidia.com,1
navercorp.com,1
kakaocorp.com,1
endlessm.com,1
cloudflare.com,1

Skia
Contributor,May 2018
google.com,364
chromium.org,130
skia.org,13

V8
Contributor,May 2018
chromium.org,454
google.com,26
ca.ibm.com,22
arm.com,18
mips.com,12
gmail.com,10
intel.com,4
ibm.com,4
addaleax.net,4
tnie.de,1
sthima.com.br,1
rayglover.net,1
opera.com,1
imgtec.com,1
cloudflare.com,1

WebGL
Contributor,May 2018
gmail.com,7
alum.mit.edu,3
intel.com,1

WebGPU
Contributor,May 2018
chromium.org,14
