Chromium project contributions from 01/April/2017 to 30/April/2017

Overall
Contributor,April 2017
chromium.org,7109
google.com,543
intel.com,81
samsung.com,60
opera.com,56
igalia.com,42
gmail.com,41
yandex-team.ru,29
imgtec.com,16
ca.ibm.com,16

Chromium
Contributor,April 2017
chromium.org,6413
google.com,177
intel.com,74
samsung.com,60
opera.com,55
yandex-team.ru,27
igalia.com,25
gmail.com,25
navercorp.com,8
martijnc.be,4
neverware.com,3
lge.com,3
mikepennisi.com,2
arm.com,2
yoav.ws,1
webrtc.org,1
soundtrap.com,1
rnc-ag.de,1
oculus.com,1
imgtec.com,1
ca.ibm.com,1
amazon.com,1
adobe.com,1
access-company.com,1

Skia
Contributor,April 2017
google.com,355
chromium.org,90
skia.org,9
mozilla.com,1
arm.com,1

V8
Contributor,April 2017
chromium.org,598
igalia.com,17
imgtec.com,15
ca.ibm.com,15
google.com,11
gmail.com,9
arm.com,7
yandex-team.ru,2
intel.com,2
qiwi.be,1
opera.com,1
bnoordhuis.nl,1

WebGL
Contributor,April 2017
alum.mit.edu,9
gmail.com,7
intel.com,5
chromium.org,3

WebGPU
Contributor,April 2017
chromium.org,5
