Chromium project contributions from 01/July/2018 to 31/July/2018

Overall
Contributor,July 2018
chromium.org,6376
google.com,1050
opera.com,88
igalia.com,52
gmail.com,50
intel.com,39
mwiacek.com,37
samsung.com,27
yandex-team.ru,26
skia.org,18

Chromium
Contributor,July 2018
chromium.org,5652
google.com,694
opera.com,88
igalia.com,46
mwiacek.com,37
intel.com,36
gmail.com,28
samsung.com,27
yandex-team.ru,26
lge.com,12
googlemail.com,6
yannic-bonenberger.com,4
vewd.com,4
tencent.com,4
vivaldi.com,3
amazon.com,3
yoav.ws,2
mips.com,2
loongson.cn,2
huawei.com,2
fds-team.de,2
collabora.com,2
xiaomi.com,1
uber.com,1
qt.io,1
nvidia.com,1
mikepennisi.com,1
gnu.org,1
foutrelis.com,1
davidovic.io,1
ca.ibm.com,1

Skia
Contributor,July 2018
google.com,296
chromium.org,93
skia.org,18
gmail.com,1

V8
Contributor,July 2018
chromium.org,564
google.com,60
mips.com,7
ca.ibm.com,7
igalia.com,6
arm.com,5
intel.com,3
ibm.com,3
sthima.com.br,2
addaleax.net,2
ngg.hu,1
gmail.com,1

WebGL
Contributor,July 2018
gmail.com,7
alum.mit.edu,4
nvidia.com,2
qti.qualcomm.com,1
chromium.org,1

WebGPU
Contributor,July 2018
chromium.org,66
gmail.com,13
