Chromium project contributions from 01/January/2019 to 31/January/2019

Overall
Contributor,January 2019
chromium.org,6733
google.com,1071
igalia.com,216
gmail.com,58
opera.com,49
intel.com,48
microsoft.com,39
ca.ibm.com,34
tambre.ee,23
yandex-team.ru,13

Chromium
Contributor,January 2019
chromium.org,6021
google.com,738
igalia.com,200
opera.com,46
intel.com,34
gmail.com,31
microsoft.com,27
tambre.ee,20
yandex-team.ru,13
samsung.com,8
mwiacek.com,5
sogou-inc.com,4
navercorp.com,4
fb.com,4
ya.ru,2
vewd.com,2
collabora.com,2
xiaomi.com,1
pengutronix.de,1
lge.com,1
guettler.io,1
bridgewater.de,1
brave.com,1
arm.com,1
amazon.com,1

Skia
Contributor,January 2019
google.com,331
chromium.org,63
skia.org,1
gmail.com,1

V8
Contributor,January 2019
chromium.org,614
ca.ibm.com,34
igalia.com,16
gmail.com,15
microsoft.com,9
mips.com,6
qiwi.be,4
opera.com,3
wavecomp.com,1
mazurok.com,1
ibm.com,1
google.com,1
addaleax.net,1

WebGL
Contributor,January 2019
gmail.com,11
microsoft.com,3
chromium.org,2
users.noreply.github.com,1
intel.com,1
alum.mit.edu,1

WebGPU
Contributor,January 2019
chromium.org,33
intel.com,13
tambre.ee,3
google.com,1
