Chromium project contributions from 01/March/2016 to 31/March/2016

Overall
Contributor,March 2016
chromium.org,6086
google.com,605
opera.com,115
intel.com,109
gmail.com,61
samsung.com,38
ca.ibm.com,35
us.ibm.com,32
alum.mit.edu,30
yandex-team.ru,24

Chromium
Contributor,March 2016
chromium.org,5293
google.com,200
opera.com,115
intel.com,47
samsung.com,37
gmail.com,36
yandex-team.ru,24
martijnc.be,22
igalia.com,13
amazon.com,6
yoav.ws,3
robwu.nl,3
imgtec.com,3
xiaomi.com,2
webrtc.org,2
theqtcompany.com,2
nvidia.com,2
cisco.com,2
spotify.com,1
mips.com,1
linaro.org,1
googlemail.com,1
andyet.net,1

Skia
Contributor,March 2016
google.com,396
chromium.org,111
nvidia.com,14
skia.org,4
gmail.com,3
intel.com,1
arm.com,1

V8
Contributor,March 2016
chromium.org,628
ca.ibm.com,35
us.ibm.com,32
intel.com,32
imgtec.com,20
gmail.com,13
google.com,8
arm.com,3
scieneer.com,1
samsung.com,1

WebGL
Contributor,March 2016
chromium.org,54
alum.mit.edu,30
intel.com,29
gmail.com,9
nvidia.com,5
callow.im,5
users.noreply.github.com,2
playcanvas.com,1
hotmail.ca,1
google.com,1

WebGPU
Contributor,March 2016
,1
