Chromium project contributions from 01/February/2018 to 28/February/2018

Overall
Contributor,February 2018
chromium.org,5498
google.com,758
samsung.com,80
opera.com,60
intel.com,52
gmail.com,47
skia.org,30
ca.ibm.com,27
mips.com,24
yandex-team.ru,20

Chromium
Contributor,February 2018
chromium.org,4919
google.com,423
samsung.com,80
opera.com,60
intel.com,49
gmail.com,35
yandex-team.ru,19
igalia.com,12
vewd.com,11
lge.com,8
arm.com,4
sogou-inc.com,3
mwiacek.com,3
mips.com,3
eyeo.com,3
ca.ibm.com,3
amazon.com,2
yoav.ws,1
vivaldi.com,1
robwu.nl,1
navercorp.com,1
martijnc.be,1
loongson.cn,1
ibm.com,1
googlemail.com,1
cloud.upwork.com,1

Skia
Contributor,February 2018
google.com,321
chromium.org,45
skia.org,30
yandex-team.ru,1
amazon.com,1

V8
Contributor,February 2018
chromium.org,511
ca.ibm.com,24
mips.com,21
google.com,14
gmail.com,9
arm.com,7
igalia.com,4
vewd.com,3
intel.com,3
ibm.com,2
bnoordhuis.nl,1
b6n.ch,1

WebGL
Contributor,February 2018
gmail.com,2
alum.mit.edu,1

WebGPU
Contributor,February 2018
chromium.org,23
gmail.com,1
